2977
160	51	1
160	55	1
160	58	1
160	161	8
160	101	9
162	61	1
162	163	5
162	101	6
162	164	10
165	49	1
164	50	1
164	55	1
164	166	8
164	106	9
167	61	1
167	168	5
167	101	6
167	164	10
169	49	1
170	61	1
170	110	5
170	164	6
170	171	10
171	50	1
172	61	1
172	110	5
172	164	6
172	173	10
173	50	1
174	61	1
174	175	5
174	176	6
174	98	16
177	49	1
177	54	1
177	141	11
176	57	1
178	61	1
178	120	5
178	112	6
178	179	12
179	47	1
180	61	1
180	97	5
180	181	6
180	182	20
180	183	16
181	55	1
181	57	1
181	111	8
181	67	9
181	107	9
181	108	9
183	58	1
182	61	1
182	184	5
182	111	6
182	185	13
182	183	16
186	49	1
185	61	1
185	187	5
185	112	6
185	188	13
185	189	12
185	183	16
185	190	14
191	61	1
191	110	5
191	111	6
191	67	10
191	112	10
192	49	1
190	57	1
189	51	1
188	61	1
188	193	5
188	112	6
188	194	13
188	190	14
195	49	1
194	61	1
194	196	5
194	101	6
194	197	13
194	198	10
199	49	1
199	54	1
199	200	11
198	51	1
198	55	1
198	201	8
198	112	9
197	61	1
197	120	5
197	112	6
197	202	12
202	47	1
203	61	1
203	97	5
203	112	6
203	204	16
204	55	1
204	58	1
204	205	8
204	101	9
204	100	9
204	206	9
204	207	9
208	61	1
208	97	5
208	67	6
208	204	16
209	61	1
209	97	5
209	101	6
209	204	16
210	61	1
210	139	5
210	211	21
210	212	6
212	55	1
212	58	1
212	213	8
212	101	9
211	58	1
214	61	1
214	139	5
214	212	21
214	215	6
215	55	1
215	58	1
215	213	8
215	112	9
216	61	1
216	139	5
216	215	21
216	217	6
217	55	1
217	58	1
217	213	8
217	67	9
218	61	1
218	212	18
218	175	5
218	219	6
218	215	7
219	51	1
220	61	1
220	215	18
220	175	5
220	219	6
220	217	7
221	61	1
221	139	5
221	219	6
221	222	7
221	212	16
222	58	1
223	61	1
223	139	5
223	219	6
223	222	7
223	215	16
224	61	1
224	139	5
224	219	6
224	222	7
224	217	16
225	61	1
225	213	18
225	226	5
225	227	6
225	160	10
228	49	1
228	52	1
228	229	22
227	57	1
213	58	1
230	61	1
230	184	5
230	101	6
230	212	7
230	231	12
231	47	1
231	55	1
231	129	8
231	112	9
232	64	1
232	233	5
232	112	23
232	101	6
232	231	12
232	212	16
232	234	15
235	49	1
234	61	1
234	236	5
234	112	6
234	237	10
234	231	12
234	215	16
238	61	1
238	66	5
238	112	6
238	239	13
238	217	7
238	231	12
238	234	15
239	61	1
239	240	5
239	67	6
239	241	13
239	242	10
239	231	12
239	112	14
243	49	1
237	55	1
237	243	8
237	244	9
245	49	1
242	51	1
242	55	1
242	246	8
242	112	9
241	61	1
241	184	5
241	112	6
241	215	7
241	231	12
247	61	1
247	248	5
247	112	6
247	249	13
247	250	10
251	49	1
250	51	1
249	61	1
249	233	5
249	112	6
249	247	15
252	61	1
252	253	5
252	67	6
252	254	20
252	250	10
255	49	1
255	54	1
255	251	11
254	61	1
254	256	5
254	257	24
254	67	6
258	49	1
257	51	1
259	61	1
259	248	5
259	227	6
259	250	10
259	260	16
260	56	1
260	160	25
260	212	25
260	217	25
261	64	1
261	115	5
261	67	23
261	156	6
261	250	10
261	160	16
262	61	1
262	263	5
262	112	6
262	215	10
262	231	12
262	164	15
264	49	1
264	59	1
265	61	1
265	266	5
265	67	6
265	267	13
265	231	12
268	49	1
268	54	1
268	258	11
267	61	1
267	248	5
267	67	6
267	269	13
267	270	10
267	231	12
267	217	16
271	61	1
271	139	5
271	272	6
271	231	12
272	51	1
270	51	1
270	55	1
270	273	8
270	112	9
269	61	1
269	248	5
269	67	6
269	274	13
269	250	10
269	231	12
269	222	16
274	61	1
274	248	5
274	67	6
274	275	13
274	276	10
274	231	12
274	222	16
276	51	1
275	61	1
275	277	5
275	112	6
275	278	13
275	215	10
275	231	12
279	49	1
279	54	1
279	264	11
278	61	1
278	215	18
278	280	5
278	112	6
278	281	13
278	231	12
282	49	1
281	61	1
281	283	19
281	112	6
281	284	13
281	231	12
283	59	1
284	61	1
284	285	19
284	112	6
284	286	13
284	231	12
285	59	1
286	61	1
286	287	5
286	67	6
286	288	13
286	112	10
286	231	12
289	49	1
288	61	1
288	290	5
288	112	6
288	291	13
288	231	12
288	222	16
292	49	1
291	61	1
291	293	5
291	112	6
291	294	13
291	295	10
291	231	12
296	49	1
295	51	1
294	62	1
294	297	5
294	112	23
294	112	6
294	298	13
294	299	10
294	300	10
294	231	12
294	67	14
301	49	1
299	51	1
300	51	1
298	61	1
298	302	5
298	112	6
298	303	13
298	212	10
298	231	12
304	49	1
303	61	1
303	305	5
303	112	6
303	306	13
303	231	12
307	49	1
307	53	1
307	245	26
306	61	1
306	308	5
306	67	6
306	309	13
306	101	10
306	231	12
310	49	1
309	61	1
309	187	5
309	67	6
309	311	13
309	231	12
309	222	16
309	101	14
311	61	1
311	312	5
311	67	6
311	313	13
311	112	7
311	231	12
314	49	1
313	61	1
313	315	5
313	112	6
313	316	13
313	317	10
313	231	12
318	49	1
317	51	1
316	61	1
316	125	5
316	101	6
316	319	13
316	320	10
316	231	12
316	112	14
320	51	1
319	61	1
319	321	5
319	322	6
319	323	13
319	112	10
319	231	12
324	49	1
322	55	1
322	57	1
322	325	8
322	140	9
323	61	1
323	120	5
323	112	6
323	231	12
326	61	1
326	115	5
326	112	6
326	327	10
326	231	12
327	51	1
328	61	1
328	115	5
328	112	6
328	329	10
328	231	12
329	51	1
330	61	1
330	115	5
330	112	6
330	331	10
330	231	12
331	51	1
332	61	1
332	321	5
332	333	6
332	101	14
332	334	15
333	55	1
333	57	1
333	335	8
333	333	9
334	61	1
334	115	5
334	101	6
334	336	10
336	51	1
337	61	1
337	338	19
337	339	6
338	59	1
338	340	11
339	51	1
339	55	1
339	341	8
339	112	9
342	63	1
342	264	19
342	215	24
342	333	27
342	67	23
342	343	6
342	231	12
343	51	1
343	55	1
343	219	8
343	112	9
343	215	9
343	213	9
344	61	1
344	345	5
344	67	6
344	342	10
344	333	14
346	49	1
347	61	1
347	348	28
347	115	5
347	349	6
347	350	10
349	51	1
349	55	1
349	351	8
349	112	9
349	215	9
349	213	9
350	51	1
348	51	1
352	61	1
352	353	19
352	354	24
352	349	6
352	355	12
353	59	1
355	51	1
354	51	1
356	61	1
356	321	5
356	357	24
356	67	6
356	358	13
356	359	10
356	215	16
359	51	1
359	55	1
359	360	8
359	112	9
359	215	9
359	213	9
357	51	1
358	61	1
358	321	5
358	361	24
358	67	6
358	362	10
358	215	16
363	61	1
363	364	28
363	365	19
363	359	6
365	59	1
364	51	1
362	51	1
362	55	1
362	366	8
362	112	9
362	215	9
362	213	9
361	51	1
367	61	1
367	364	28
367	365	19
367	362	6
368	61	1
368	369	19
368	370	6
369	59	1
370	51	1
370	55	1
370	371	8
370	112	9
370	215	9
370	213	9
372	61	1
372	139	5
372	373	24
372	374	6
372	370	16
374	51	1
373	51	1
375	61	1
375	139	5
375	376	24
375	112	6
375	231	12
375	215	16
376	51	1
377	61	1
377	79	5
377	112	6
377	378	10
377	379	16
379	51	1
379	55	1
379	380	8
379	112	9
378	51	1
381	61	1
381	382	5
381	333	6
381	383	10
381	379	16
384	49	1
384	54	1
384	59	1
384	385	11
383	51	1
386	64	1
386	120	5
386	67	23
386	112	6
386	387	15
387	51	1
388	61	1
388	139	5
388	156	6
388	231	12
388	160	16
389	61	1
389	115	5
389	156	6
389	390	10
390	51	1
390	55	1
390	391	8
390	156	9
392	61	1
392	393	19
392	390	6
393	59	1
394	61	1
394	125	5
394	395	6
394	396	10
394	397	12
394	67	14
395	57	1
397	51	1
396	51	1
398	61	1
398	97	5
398	395	6
398	399	16
399	58	1
400	61	1
400	84	5
400	67	6
400	395	6
400	401	12
401	47	1
402	61	1
402	196	5
402	101	6
402	400	10
403	61	1
403	404	19
403	405	6
403	406	12
404	59	1
405	51	1
405	55	1
405	407	8
405	98	9
405	101	9
405	100	9
406	51	1
408	61	1
408	409	5
408	410	6
408	403	15
411	49	1
410	51	1
410	55	1
410	412	8
410	67	9
410	217	9
410	213	9
413	61	1
413	217	18
413	66	5
413	67	6
413	215	7
413	408	15
414	61	1
414	73	5
414	67	6
414	415	12
414	215	16
415	51	1
416	61	1
416	248	5
416	67	6
416	250	10
416	415	12
416	215	16
417	61	1
417	233	5
417	67	6
417	418	13
417	415	12
417	215	16
417	416	15
418	61	1
418	419	5
418	67	6
418	420	13
418	421	10
418	215	16
422	49	1
421	51	1
420	61	1
420	423	5
420	67	6
420	424	13
420	425	10
420	215	16
426	49	1
426	53	1
426	385	26
425	51	1
424	61	1
424	427	5
424	67	6
424	428	13
424	429	10
424	215	16
430	49	1
429	51	1
428	61	1
428	98	18
428	184	5
428	67	6
428	431	13
428	432	7
428	433	12
432	58	1
433	51	1
431	61	1
431	115	5
431	67	6
431	434	13
431	435	10
431	432	16
435	51	1
434	61	1
434	432	18
434	184	5
434	435	24
434	67	6
434	436	7
437	61	1
437	103	5
437	432	6
437	438	10
438	59	1
439	61	1
439	139	5
439	98	29
439	432	6
436	58	1
440	61	1
440	71	18
440	66	5
440	67	6
440	441	12
440	436	16
441	51	1
442	61	1
442	115	5
442	67	6
442	443	10
442	444	16
442	445	15
444	55	1
444	58	1
444	446	8
444	67	9
443	51	1
443	55	1
443	447	8
443	101	9
443	448	9
443	449	9
445	61	1
445	450	19
445	101	6
450	59	1
451	61	1
451	452	5
451	71	6
451	453	13
451	454	10
451	67	14
455	49	1
454	61	1
454	184	5
454	71	6
454	456	6
454	457	12
454	140	16
453	61	1
453	458	5
453	67	6
453	454	10
456	57	1
457	51	1
459	62	1
459	98	18
459	184	5
459	67	23
459	101	6
459	460	7
459	461	12
460	58	1
461	51	1
462	62	1
462	175	5
462	67	23
462	101	6
462	461	12
462	98	16
463	49	1
464	61	1
464	68	18
464	184	5
464	67	6
464	140	7
465	61	1
465	98	18
465	66	5
465	101	6
465	466	13
465	68	7
466	61	1
466	467	5
466	101	6
466	468	13
466	469	10
466	71	14
470	61	1
470	98	18
470	471	5
470	101	6
470	68	7
470	67	14
472	49	1
473	49	1
469	51	1
469	55	1
469	474	8
469	67	9
468	61	1
468	475	5
468	71	6
468	476	13
468	477	10
468	101	14
478	49	1
478	54	1
478	479	11
477	51	1
477	55	1
477	480	8
477	101	9
476	61	1
476	68	18
476	184	5
476	101	6
481	61	1
481	321	5
481	71	6
481	482	13
481	483	10
483	51	1
483	55	1
483	484	8
483	67	9
483	107	9
483	108	9
482	61	1
482	485	5
482	71	6
482	486	10
487	49	1
486	51	1
486	55	1
486	488	8
486	67	9
486	108	9
486	489	9
486	490	9
491	61	1
491	103	5
491	118	24
491	486	6
491	492	10
491	127	12
492	59	1
493	61	1
493	103	5
493	486	6
493	494	10
493	495	12
493	496	15
494	59	1
495	51	1
496	51	1
496	55	1
496	497	8
496	498	9
499	61	1
499	115	5
499	118	24
499	67	6
499	112	6
499	500	10
499	501	12
501	47	1
500	51	1
502	61	1
502	315	5
502	503	17
502	101	6
502	80	10
502	504	12
504	51	1
503	61	1
503	84	5
503	67	6
503	112	6
505	64	1
505	115	5
505	71	23
505	101	6
505	506	10
506	51	1
506	55	1
506	507	8
506	111	9
506	508	9
506	509	9
510	61	1
510	66	5
510	71	6
510	456	6
510	511	10
510	98	16
511	51	1
512	61	1
512	98	18
512	184	5
512	511	6
512	436	7
513	61	1
513	187	5
513	71	6
513	456	6
513	98	16
513	67	14
514	61	1
514	98	18
514	184	5
514	101	6
514	460	7
515	61	1
515	460	18
515	516	5
515	101	6
515	98	7
515	517	12
518	49	1
518	54	1
518	69	11
517	51	1
519	61	1
519	240	5
519	71	6
519	520	13
519	470	10
519	67	14
520	61	1
520	73	5
520	67	6
521	61	1
521	522	19
521	98	6
522	59	1
523	61	1
523	524	19
523	98	6
524	59	1
525	61	1
525	115	5
525	98	30
525	98	31
525	98	6
525	526	10
526	51	1
527	61	1
527	528	19
527	529	6
528	59	1
529	51	1
529	55	1
529	351	8
529	101	9
529	530	9
529	531	9
529	100	9
532	61	1
532	528	19
532	533	6
533	51	1
533	55	1
533	534	8
533	100	9
535	61	1
535	536	19
535	530	6
536	59	1
530	51	1
530	55	1
530	531	8
530	98	9
530	101	9
530	100	9
537	61	1
537	528	19
537	538	6
538	51	1
538	55	1
538	101	32
538	100	32
538	539	8
538	98	9
540	61	1
540	541	19
540	542	6
541	59	1
542	51	1
542	55	1
542	58	1
542	543	8
542	98	9
542	101	9
542	100	9
544	61	1
544	99	19
544	67	6
544	101	6
544	112	6
544	542	16
545	61	1
545	139	5
545	546	6
545	542	16
546	51	1
547	61	1
547	528	19
547	548	6
548	51	1
548	55	1
548	412	8
548	101	9
548	542	9
548	100	9
548	543	9
549	61	1
549	175	5
549	550	6
549	542	16
550	57	1
551	61	1
551	66	5
551	71	6
551	552	13
551	160	16
552	61	1
552	321	5
552	71	6
552	553	10
552	160	16
554	61	1
554	528	19
554	160	6
553	51	1
553	55	1
553	351	8
553	98	9
553	101	9
553	100	9
555	61	1
555	139	5
555	542	31
555	217	6
556	61	1
556	139	5
556	542	33
556	215	6
557	61	1
557	139	5
557	212	6
557	558	34
558	55	1
558	559	8
558	98	9
558	101	9
558	100	9
560	61	1
560	256	5
560	67	6
560	561	12
560	215	16
560	562	15
561	47	1
562	61	1
562	528	19
562	548	6
563	61	1
563	115	5
563	101	6
563	564	13
563	565	10
565	51	1
564	61	1
564	184	5
564	67	6
564	215	7
564	562	15
566	61	1
566	139	5
566	542	29
566	222	6
567	61	1
567	568	5
567	217	6
567	222	7
569	49	1
570	61	1
570	568	5
570	215	6
570	222	7
571	61	1
571	568	5
571	212	6
571	222	7
572	61	1
572	217	18
572	139	5
572	351	6
572	222	7
572	217	16
351	51	1
573	61	1
573	574	19
573	349	6
573	575	6
573	576	6
574	59	1
575	55	1
575	351	8
575	67	9
575	217	9
575	213	9
576	55	1
576	351	8
576	101	9
576	212	9
576	213	9
577	61	1
577	215	18
577	139	5
577	351	6
577	222	7
577	215	16
578	61	1
578	212	18
578	139	5
578	351	6
578	222	7
578	212	16
579	61	1
579	222	18
579	580	5
579	227	6
579	212	7
579	215	7
579	217	7
579	212	16
579	215	16
579	217	16
581	49	1
581	53	1
581	186	26
582	61	1
582	184	5
582	67	6
582	583	13
582	215	7
583	61	1
583	263	5
583	67	6
583	584	13
583	350	10
584	61	1
584	263	5
584	67	6
584	585	13
584	215	10
585	61	1
585	321	5
585	586	24
585	71	6
585	587	13
585	349	10
586	51	1
587	61	1
587	588	5
587	71	6
587	589	13
587	350	10
590	49	1
590	53	1
590	591	26
589	61	1
589	66	5
589	71	6
589	592	13
589	215	7
593	61	1
593	594	19
593	595	6
594	59	1
595	51	1
595	55	1
595	596	8
595	350	9
597	61	1
597	139	5
597	595	6
597	598	16
598	51	1
599	61	1
599	115	5
599	350	6
599	600	10
600	51	1
601	61	1
601	588	5
601	227	6
601	350	16
592	61	1
592	602	5
592	71	6
592	603	13
592	215	16
592	604	16
605	61	1
605	606	19
605	607	19
605	215	6
606	59	1
607	59	1
608	61	1
608	115	5
608	215	6
608	609	10
609	51	1
610	61	1
610	115	5
610	215	6
610	611	10
611	51	1
612	61	1
612	115	5
612	215	6
612	613	16
613	51	1
614	61	1
614	115	5
614	215	6
614	615	10
615	51	1
616	61	1
616	115	5
616	615	6
616	617	10
617	51	1
618	61	1
618	115	5
618	349	30
618	215	6
618	619	10
619	51	1
620	61	1
620	115	5
620	215	6
620	621	10
621	51	1
622	61	1
622	115	5
622	215	6
622	623	10
623	51	1
624	61	1
624	625	19
624	362	6
625	51	1
625	55	1
625	59	1
625	626	8
625	627	9
628	61	1
628	625	19
628	629	6
629	51	1
629	55	1
629	412	8
629	112	9
629	215	9
629	213	9
630	49	1
604	51	1
603	61	1
603	321	5
603	586	24
603	71	6
603	631	13
603	215	10
631	61	1
631	321	5
631	71	6
631	632	13
631	362	10
633	61	1
633	280	5
633	615	35
633	634	6
634	51	1
634	55	1
634	635	8
634	636	9
637	61	1
637	280	5
637	615	36
637	634	6
638	61	1
638	615	18
638	184	5
638	634	6
638	639	7
639	55	1
639	58	1
639	213	8
639	176	9
640	61	1
640	280	5
640	634	6
640	641	12
641	51	1
632	61	1
632	642	5
632	643	24
632	71	6
632	644	13
632	634	10
645	49	1
643	51	1
644	61	1
644	646	5
644	636	6
644	647	13
644	648	15
649	49	1
649	54	1
649	650	11
636	51	1
648	61	1
648	651	19
648	634	6
648	652	20
648	653	16
647	62	1
647	654	19
647	71	23
647	634	6
647	655	13
651	59	1
653	51	1
652	61	1
652	646	5
652	634	6
652	648	15
654	59	1
655	61	1
655	642	5
655	71	6
655	656	13
655	657	13
655	634	10
656	64	1
656	115	5
656	71	23
656	215	6
656	658	10
656	659	15
656	660	15
656	661	15
657	61	1
657	321	5
657	71	6
657	662	13
657	663	13
657	664	13
657	665	13
657	666	13
657	667	13
657	668	13
657	669	13
657	670	13
657	212	10
658	51	1
659	61	1
659	215	18
659	184	5
659	653	6
659	212	7
659	671	15
660	61	1
660	672	5
660	215	6
661	61	1
661	115	5
661	215	6
661	673	10
661	674	15
661	675	15
661	676	15
671	61	1
671	215	18
671	677	5
671	653	6
671	678	7
679	49	1
679	54	1
679	186	11
678	55	1
678	161	8
678	100	9
680	62	1
680	681	37
680	682	5
680	561	24
680	67	23
680	653	6
591	49	1
591	59	1
681	64	1
681	683	37
681	682	5
681	71	23
681	653	6
681	684	12
684	47	1
684	55	1
684	685	8
684	686	9
683	62	1
683	660	37
683	682	5
683	67	23
683	653	6
683	684	12
687	49	1
673	51	1
674	61	1
674	688	19
674	634	6
675	61	1
675	689	5
675	634	6
676	61	1
676	678	18
676	677	5
676	690	6
676	653	7
688	59	1
691	49	1
690	51	1
662	61	1
662	692	19
662	693	24
662	212	6
663	61	1
663	606	19
663	212	6
664	61	1
664	115	5
664	212	6
664	694	10
665	61	1
665	115	5
665	212	6
665	695	10
666	61	1
666	115	5
666	615	35
666	212	6
666	604	10
667	61	1
667	115	5
667	412	35
667	212	6
667	604	10
668	61	1
668	115	5
668	212	6
668	696	10
669	61	1
669	115	5
669	212	6
669	697	10
670	61	1
670	321	5
670	71	6
670	698	13
670	604	10
670	696	10
670	697	10
692	59	1
693	55	1
693	58	1
693	699	8
693	111	9
694	51	1
695	51	1
412	51	1
696	51	1
697	51	1
698	61	1
698	700	5
698	701	24
698	71	6
698	702	13
698	697	10
703	49	1
701	51	1
702	61	1
702	697	18
702	131	5
702	71	6
702	704	13
702	705	10
706	62	1
706	115	5
706	67	23
706	697	6
706	707	10
706	708	12
708	51	1
707	51	1
705	61	1
705	709	19
705	710	6
705	711	10
704	61	1
704	321	5
704	71	6
704	712	13
704	710	10
709	59	1
710	51	1
711	51	1
713	61	1
713	175	5
713	714	6
713	98	16
714	50	1
715	61	1
715	139	5
715	716	6
715	98	16
716	50	1
717	61	1
717	139	5
717	173	6
717	98	16
718	61	1
718	719	19
718	171	6
718	714	10
719	59	1
720	61	1
720	721	5
720	171	6
720	711	10
720	710	16
722	49	1
722	54	1
722	723	11
712	61	1
712	321	5
712	586	24
712	71	6
712	724	13
712	725	10
725	51	1
725	55	1
725	726	8
725	604	9
724	61	1
724	727	5
724	71	6
724	728	13
724	729	13
724	730	13
724	731	10
385	49	1
731	51	1
728	61	1
728	139	5
728	731	6
728	732	16
729	61	1
729	115	5
729	731	6
730	61	1
730	321	5
730	71	6
730	733	13
730	731	10
732	55	1
732	734	8
732	615	9
733	61	1
733	115	5
733	71	6
733	735	13
733	736	10
736	64	1
736	737	38
736	738	38
736	739	38
736	740	38
736	741	38
736	742	38
736	743	38
736	744	38
736	745	38
736	71	23
735	61	1
735	240	5
735	71	6
735	746	13
735	736	10
735	67	14
746	61	1
746	747	37
746	139	5
746	71	6
746	456	6
746	748	13
746	749	12
746	432	16
737	64	1
737	750	5
737	71	23
737	71	6
737	456	6
737	751	12
737	215	16
738	62	1
738	752	5
738	71	23
738	227	6
738	349	10
738	432	16
739	64	1
739	297	5
739	71	23
739	67	6
739	740	13
739	753	10
739	751	12
739	101	14
740	64	1
740	184	5
740	71	23
740	67	6
740	741	13
740	215	7
741	64	1
741	184	5
741	71	23
741	101	6
741	742	13
741	212	7
741	751	12
742	64	1
742	754	5
742	755	24
742	71	23
742	67	6
742	743	13
742	756	10
742	751	12
742	71	14
742	456	14
743	64	1
743	215	18
743	184	5
743	757	24
743	71	23
743	67	6
743	744	13
743	217	7
743	751	12
744	64	1
744	750	5
744	71	23
744	71	6
744	456	6
744	745	13
744	751	12
744	215	16
745	64	1
745	727	5
745	71	23
745	71	6
745	456	6
745	758	10
759	49	1
751	51	1
229	49	1
753	51	1
760	49	1
756	51	1
755	51	1
757	51	1
758	51	1
758	55	1
758	565	8
758	250	9
761	62	1
761	762	5
761	67	23
761	71	6
761	763	10
764	49	1
763	49	1
763	51	1
763	57	1
749	47	1
749	55	1
749	765	8
749	67	9
747	61	1
747	752	5
747	71	6
747	456	6
747	98	10
747	432	16
748	61	1
748	766	5
748	71	6
748	456	6
748	653	10
748	767	15
748	768	15
767	61	1
767	607	19
767	653	6
768	61	1
768	677	5
768	769	6
768	653	16
769	50	1
770	61	1
770	771	5
770	71	6
770	653	10
770	460	16
770	772	15
773	49	1
772	62	1
772	236	5
772	67	23
772	112	6
772	774	20
772	775	20
772	244	10
244	51	1
774	64	1
774	139	5
774	71	23
774	776	6
774	212	16
774	215	16
775	64	1
775	607	19
775	71	23
775	777	39
775	776	6
776	51	1
777	64	1
777	727	5
777	71	23
777	333	6
777	778	20
777	776	10
777	231	12
778	61	1
778	103	5
778	776	6
778	653	10
779	61	1
779	780	37
779	682	5
779	653	6
779	781	12
781	51	1
780	61	1
780	280	5
780	634	6
780	782	13
782	61	1
782	120	5
782	112	6
782	783	12
782	215	16
783	61	1
783	784	37
783	785	37
783	256	5
783	112	6
783	615	16
784	61	1
784	786	5
784	787	24
784	615	6
784	362	7
784	215	16
785	61	1
785	788	5
785	112	6
785	615	10
785	215	16
789	49	1
789	59	1
787	51	1
790	61	1
790	791	5
790	615	6
790	792	7
790	217	16
793	49	1
793	54	1
793	789	11
792	51	1
792	55	1
792	366	8
792	67	9
792	217	9
792	213	9
794	49	1
794	53	1
794	795	26
796	61	1
796	139	5
796	615	6
796	797	16
797	55	1
797	798	8
797	636	9
799	61	1
799	754	5
799	67	6
799	800	13
799	756	10
799	801	12
799	71	14
801	51	1
800	61	1
800	184	5
800	71	6
800	456	6
800	802	13
800	215	7
802	61	1
802	750	5
802	757	24
802	71	6
802	456	6
802	803	13
802	215	16
803	61	1
803	804	5
803	71	6
803	456	6
803	805	13
803	421	10
806	49	1
805	61	1
805	750	5
805	71	6
805	456	6
805	807	15
807	61	1
807	727	5
807	227	6
807	71	10
807	808	15
808	51	1
809	61	1
809	266	5
809	71	6
809	456	6
809	215	16
809	810	15
810	61	1
810	811	19
810	456	6
811	59	1
812	61	1
812	813	5
812	814	24
812	456	6
812	815	10
816	49	1
815	51	1
814	51	1
817	61	1
817	602	5
817	71	6
817	615	16
818	61	1
818	602	5
818	456	6
818	604	16
819	61	1
819	820	5
819	757	24
819	821	36
819	456	6
819	815	10
822	49	1
821	51	1
823	61	1
823	820	5
823	615	36
823	71	6
823	824	10
824	51	1
825	61	1
825	820	5
825	821	36
825	71	6
825	826	13
825	331	10
825	827	10
827	51	1
826	61	1
826	804	5
826	71	6
826	456	6
826	828	13
826	421	10
828	61	1
828	829	19
828	215	6
828	830	13
829	59	1
830	61	1
830	160	18
830	248	5
830	71	6
830	456	6
830	831	13
830	832	10
832	51	1
831	64	1
831	139	5
831	456	23
831	171	6
831	833	13
831	160	16
833	61	1
833	248	5
833	71	6
833	456	6
833	834	13
833	835	10
835	51	1
834	61	1
834	653	18
834	752	5
834	836	24
834	71	6
834	456	6
834	837	13
834	838	10
838	51	1
836	47	1
837	61	1
837	839	5
837	840	24
837	838	6
837	841	13
842	49	1
842	59	1
840	51	1
841	61	1
841	236	5
841	71	6
841	456	6
841	843	10
843	61	1
843	103	5
843	243	6
843	844	10
843	845	15
843	846	40
846	59	1
844	51	1
845	61	1
845	419	5
845	215	21
845	227	6
